after_task,sample_id,task_name,split,source_dataset,replay_mode,replay_selection_strategy,replay_selection_score
sciq,sciq_train_000032,sciq,train,allenai/sciq,scored,surprise,2.7787110805511475
sciq,sciq_train_000039,sciq,train,allenai/sciq,scored,surprise,2.6191961765289307
sciq,sciq_train_000026,sciq,train,allenai/sciq,scored,surprise,1.8219597339630127
sciq,sciq_train_000074,sciq,train,allenai/sciq,scored,surprise,1.0799198150634766
sciq,sciq_train_000090,sciq,train,allenai/sciq,scored,surprise,0.9144909977912903
sciq,sciq_train_000080,sciq,train,allenai/sciq,scored,surprise,0.8552899360656738
sciq,sciq_train_000086,sciq,train,allenai/sciq,scored,surprise,0.8101389408111572
sciq,sciq_train_000083,sciq,train,allenai/sciq,scored,surprise,0.6117973923683167
sciq,sciq_train_000046,sciq,train,allenai/sciq,scored,surprise,0.611699640750885
sciq,sciq_train_000094,sciq,train,allenai/sciq,scored,surprise,0.5889832973480225
sciq,sciq_train_000031,sciq,train,allenai/sciq,scored,surprise,0.49216240644454956
sciq,sciq_train_000055,sciq,train,allenai/sciq,scored,surprise,0.44480806589126587
sciq,sciq_train_000004,sciq,train,allenai/sciq,scored,surprise,0.4300743639469147
sciq,sciq_train_000095,sciq,train,allenai/sciq,scored,surprise,0.39103415608406067
sciq,sciq_train_000096,sciq,train,allenai/sciq,scored,surprise,0.37656229734420776
sciq,sciq_train_000097,sciq,train,allenai/sciq,scored,surprise,0.34899967908859253
sciq,sciq_train_000005,sciq,train,allenai/sciq,scored,surprise,0.3376151919364929
sciq,sciq_train_000010,sciq,train,allenai/sciq,scored,surprise,0.318179190158844
sciq,sciq_train_000058,sciq,train,allenai/sciq,scored,surprise,0.3095828592777252
sciq,sciq_train_000020,sciq,train,allenai/sciq,scored,surprise,0.2962246537208557
sciq,sciq_train_000017,sciq,train,allenai/sciq,scored,surprise,0.2749720811843872
sciq,sciq_train_000066,sciq,train,allenai/sciq,scored,surprise,0.25601333379745483
sciq,sciq_train_000012,sciq,train,allenai/sciq,scored,surprise,0.23515670001506805
