after_task,sample_id,task_name,split,source_dataset,replay_mode,replay_selection_strategy,replay_selection_score
sciq,sciq_train_000010,sciq,train,allenai/sciq,scored,surprise,1.7198820114135742
sciq,sciq_train_000058,sciq,train,allenai/sciq,scored,surprise,0.2938547134399414
sciq,sciq_train_000027,sciq,train,allenai/sciq,scored,surprise,0.2430884689092636
sciq,sciq_train_000096,sciq,train,allenai/sciq,scored,surprise,0.11249860376119614
sciq,sciq_train_000052,sciq,train,allenai/sciq,scored,surprise,0.054528895765542984
sciq,sciq_train_000089,sciq,train,allenai/sciq,scored,surprise,0.04525494948029518
sciq,sciq_train_000090,sciq,train,allenai/sciq,scored,surprise,0.03592826426029205
sciq,sciq_train_000074,sciq,train,allenai/sciq,scored,surprise,0.0326639749109745
sciq,sciq_train_000041,sciq,train,allenai/sciq,scored,surprise,0.018723847344517708
sciq,sciq_train_000036,sciq,train,allenai/sciq,scored,surprise,0.018254006281495094
sciq,sciq_train_000026,sciq,train,allenai/sciq,scored,surprise,0.01045806985348463
sciq,sciq_train_000066,sciq,train,allenai/sciq,scored,surprise,0.008038599044084549
sciq,sciq_train_000042,sciq,train,allenai/sciq,scored,surprise,0.007028714753687382
sciq,sciq_train_000043,sciq,train,allenai/sciq,scored,surprise,0.005755437538027763
sciq,sciq_train_000079,sciq,train,allenai/sciq,scored,surprise,0.005436985287815332
sciq,sciq_train_000055,sciq,train,allenai/sciq,scored,surprise,0.005084364674985409
sciq,sciq_train_000031,sciq,train,allenai/sciq,scored,surprise,0.004917380400002003
sciq,sciq_train_000044,sciq,train,allenai/sciq,scored,surprise,0.004895940888673067
sciq,sciq_train_000007,sciq,train,allenai/sciq,scored,surprise,0.004630955867469311
sciq,sciq_train_000064,sciq,train,allenai/sciq,scored,surprise,0.003764683147892356
sciq,sciq_train_000002,sciq,train,allenai/sciq,scored,surprise,0.003742553060874343
sciq,sciq_train_000004,sciq,train,allenai/sciq,scored,surprise,0.0027871530037373304
sciq,sciq_train_000059,sciq,train,allenai/sciq,scored,surprise,0.0023540162947028875
sciq,sciq_train_000037,sciq,train,allenai/sciq,scored,surprise,0.0021690991707146168
sciq,sciq_train_000085,sciq,train,allenai/sciq,scored,surprise,0.0020223737228661776
sciq,sciq_train_000009,sciq,train,allenai/sciq,scored,surprise,0.0019727072212845087
sciq,sciq_train_000087,sciq,train,allenai/sciq,scored,surprise,0.0019649576861411333
sciq,sciq_train_000057,sciq,train,allenai/sciq,scored,surprise,0.0016703223809599876
