task_name,epoch,step,loss
sciq,1,1,4.717885971069336
sciq,1,2,4.820794105529785
sciq,1,3,3.2363364696502686
sciq,1,4,1.749273657798767
sciq,1,5,1.9590994119644165
sciq,1,6,1.0303659439086914
sciq,1,7,1.1197859048843384
sciq,1,8,1.1987526416778564
sciq,1,9,1.2245692014694214
sciq,1,10,0.38688382506370544
sciq,1,11,0.35212522745132446
sciq,1,12,0.15561646223068237
sciq,1,13,0.6038110256195068
sciq,1,14,1.6564491987228394
sciq,1,15,1.1086753606796265
sciq,1,16,0.49765434861183167
sciq,1,17,0.10789040476083755
sciq,1,18,1.3822563886642456
sciq,1,19,0.8087937235832214
sciq,1,20,0.5785034894943237
sciq,1,21,1.055638313293457
sciq,1,22,0.7674153447151184
sciq,1,23,0.5438916683197021
sciq,1,24,0.9179109334945679
sciq,1,25,1.611503005027771
sciq,1,26,0.6832061409950256
sciq,1,27,0.9660423398017883
sciq,1,28,0.4115699827671051
sciq,1,29,1.6960583925247192
sciq,1,30,2.305051326751709
sciq,1,31,1.4983388185501099
sciq,1,32,0.41622671484947205
sciq,1,33,0.3736889958381653
sciq,1,34,0.4190395176410675
sciq,1,35,0.9212908744812012
sciq,1,36,1.2863396406173706
sciq,1,37,0.5957441926002502
sciq,1,38,0.3862839937210083
sciq,1,39,0.23175722360610962
sciq,1,40,1.408280611038208
sciq,1,41,0.4517890512943268
sciq,1,42,0.9031683802604675
sciq,1,43,0.8937720656394958
sciq,1,44,0.38606274127960205
sciq,1,45,0.0541195422410965
sciq,1,46,0.11481557786464691
sciq,1,47,0.3888907730579376
sciq,1,48,0.11369644105434418
sciq,1,49,2.407228469848633
sciq,1,50,0.12989409267902374
arc_challenge,1,1,1.0924201011657715
arc_challenge,1,2,0.7943852543830872
arc_challenge,1,3,1.1219325065612793
arc_challenge,1,4,2.231675863265991
arc_challenge,1,5,0.686507523059845
arc_challenge,1,6,0.415507048368454
arc_challenge,1,7,0.2911021411418915
arc_challenge,1,8,0.590606689453125
arc_challenge,1,9,0.901346743106842
arc_challenge,1,10,0.41056349873542786
arc_challenge,1,11,0.9030408263206482
arc_challenge,1,12,0.08746147155761719
arc_challenge,1,13,0.3047938644886017
arc_challenge,1,14,0.4229114055633545
arc_challenge,1,15,0.13912147283554077
arc_challenge,1,16,1.0123803615570068
arc_challenge,1,17,0.5221184492111206
arc_challenge,1,18,1.7218341827392578
arc_challenge,1,19,1.9467447996139526
arc_challenge,1,20,1.598183512687683
arc_challenge,1,21,0.9283458590507507
arc_challenge,1,22,1.2779444456100464
arc_challenge,1,23,0.055138736963272095
arc_challenge,1,24,0.3194058835506439
arc_challenge,1,25,0.7974563241004944
arc_challenge,1,26,0.6564792394638062
arc_challenge,1,27,0.5058393478393555
arc_challenge,1,28,0.7936398386955261
arc_challenge,1,29,0.2912117540836334
arc_challenge,1,30,0.5141415596008301
arc_challenge,1,31,0.755192220211029
arc_challenge,1,32,1.2569067478179932
arc_challenge,1,33,1.2685874700546265
arc_challenge,1,34,0.9474326372146606
