task_name,epoch,step,loss
sciq,1,1,5.228357791900635
sciq,1,2,5.119900226593018
sciq,1,3,3.2469232082366943
sciq,1,4,2.799142599105835
sciq,1,5,1.6108579635620117
sciq,1,6,1.015059471130371
sciq,1,7,1.7310943603515625
sciq,1,8,0.692584753036499
sciq,1,9,0.7371225357055664
sciq,1,10,0.14311224222183228
sciq,1,11,1.2402405738830566
sciq,1,12,1.4416404962539673
sciq,1,13,0.847043514251709
sciq,1,14,0.43288764357566833
sciq,1,15,0.3973728120326996
sciq,1,16,0.5749362707138062
sciq,1,17,1.4082512855529785
sciq,1,18,0.39589735865592957
sciq,1,19,0.26344314217567444
sciq,1,20,1.570037841796875
sciq,1,21,0.9091986417770386
sciq,1,22,0.3001815378665924
sciq,1,23,1.6917775869369507
sciq,1,24,0.7031445503234863
sciq,1,25,0.6368138790130615
sciq,1,26,1.4695073366165161
sciq,1,27,3.254146099090576
sciq,1,28,0.9204522371292114
sciq,1,29,1.0349522829055786
sciq,1,30,0.4902980923652649
sciq,1,31,0.06772224605083466
sciq,1,32,0.351324200630188
sciq,1,33,0.7165082097053528
sciq,1,34,0.2533431351184845
sciq,1,35,1.4302088022232056
sciq,1,36,1.1112802028656006
sciq,1,37,0.3037092387676239
sciq,1,38,0.6388599872589111
sciq,1,39,0.5715257525444031
sciq,1,40,1.410177230834961
sciq,1,41,0.616608738899231
sciq,1,42,0.7294005751609802
sciq,1,43,0.6159094572067261
sciq,1,44,0.7374632358551025
sciq,1,45,1.1247841119766235
sciq,1,46,0.05146880820393562
sciq,1,47,3.020263195037842
sciq,1,48,1.821481704711914
sciq,1,49,0.4640306234359741
sciq,1,50,0.903056800365448
arc_challenge,1,1,0.8052575588226318
arc_challenge,1,2,0.9543538093566895
arc_challenge,1,3,0.2816345989704132
arc_challenge,1,4,0.7571813464164734
arc_challenge,1,5,1.325471043586731
arc_challenge,1,6,0.5630883574485779
arc_challenge,1,7,0.4869195222854614
arc_challenge,1,8,0.5022853016853333
arc_challenge,1,9,0.6051055192947388
arc_challenge,1,10,0.7007291316986084
arc_challenge,1,11,0.9496580362319946
arc_challenge,1,12,1.7740981578826904
arc_challenge,1,13,0.4448745548725128
arc_challenge,1,14,0.3106663227081299
arc_challenge,1,15,1.3050185441970825
arc_challenge,1,16,0.7892711162567139
arc_challenge,1,17,0.6821898221969604
arc_challenge,1,18,0.5206754803657532
arc_challenge,1,19,0.06324420124292374
arc_challenge,1,20,0.45157644152641296
arc_challenge,1,21,0.24985972046852112
arc_challenge,1,22,0.1872645914554596
arc_challenge,1,23,1.7318527698516846
arc_challenge,1,24,1.395108699798584
arc_challenge,1,25,0.9082028269767761
arc_challenge,1,26,0.5235063433647156
arc_challenge,1,27,0.7123056650161743
arc_challenge,1,28,1.664366602897644
arc_challenge,1,29,1.6957615613937378
arc_challenge,1,30,0.21145932376384735
arc_challenge,1,31,0.13628914952278137
arc_challenge,1,32,0.2316858172416687
arc_challenge,1,33,0.5599570870399475
arc_challenge,1,34,0.8048686385154724
arc_challenge,1,35,0.6326574683189392
arc_challenge,1,36,0.31795158982276917
arc_challenge,1,37,0.7871919274330139
arc_challenge,1,38,0.23803097009658813
arc_challenge,1,39,0.5870190262794495
arc_challenge,1,40,0.3775680959224701
arc_challenge,1,41,1.2597239017486572
arc_challenge,1,42,1.0693577527999878
arc_challenge,1,43,0.60817551612854
arc_challenge,1,44,0.8147279024124146
arc_challenge,1,45,0.33486589789390564
arc_challenge,1,46,1.3342267274856567
arc_challenge,1,47,1.126050353050232
arc_challenge,1,48,1.9254322052001953
arc_challenge,1,49,2.183138608932495
arc_challenge,1,50,0.3636545240879059
arc_challenge,1,51,0.1536068171262741
arc_challenge,1,52,1.8370238542556763
arc_challenge,1,53,0.27979594469070435
arc_challenge,1,54,0.4506884813308716
arc_challenge,1,55,1.1206161975860596
arc_challenge,1,56,0.9453758597373962
arc_challenge,1,57,1.30937659740448
arc_challenge,1,58,1.1471439599990845
arc_challenge,1,59,0.14553742110729218
arc_challenge,1,60,1.5483283996582031
boolq,1,1,2.6353702545166016
boolq,1,2,1.7421842813491821
boolq,1,3,0.18402695655822754
boolq,1,4,0.26816272735595703
boolq,1,5,0.4397023916244507
boolq,1,6,0.7137565612792969
boolq,1,7,0.5576499700546265
boolq,1,8,0.10554815083742142
boolq,1,9,0.05909941345453262
boolq,1,10,0.041174571961164474
boolq,1,11,0.02167460136115551
boolq,1,12,0.7255055904388428
boolq,1,13,2.804457664489746
boolq,1,14,1.1620029211044312
boolq,1,15,2.444157123565674
boolq,1,16,3.032886028289795
boolq,1,17,0.002335551893338561
boolq,1,18,1.065036654472351
boolq,1,19,0.0119477529078722
boolq,1,20,0.5610194802284241
boolq,1,21,1.039018154144287
boolq,1,22,0.4364316761493683
boolq,1,23,0.5486637949943542
boolq,1,24,0.02474922686815262
boolq,1,25,1.634182333946228
boolq,1,26,0.5661107301712036
boolq,1,27,0.5293776392936707
boolq,1,28,0.6226922869682312
boolq,1,29,1.6354008913040161
boolq,1,30,0.7472659945487976
boolq,1,31,0.5420491695404053
boolq,1,32,0.8070178031921387
boolq,1,33,0.4416923522949219
boolq,1,34,0.30636027455329895
boolq,1,35,0.3066217303276062
boolq,1,36,0.563399612903595
boolq,1,37,0.5866456031799316
boolq,1,38,0.5485538840293884
boolq,1,39,0.6576240658760071
boolq,1,40,0.8066393136978149
boolq,1,41,0.1243157833814621
boolq,1,42,0.4364253580570221
boolq,1,43,0.46507710218429565
boolq,1,44,0.3926231861114502
boolq,1,45,0.11981865763664246
boolq,1,46,0.10448478162288666
boolq,1,47,0.08953055739402771
boolq,1,48,0.7329556345939636
boolq,1,49,1.141510248184204
boolq,1,50,0.3435738682746887
boolq,1,51,0.4460653066635132
boolq,1,52,0.701988160610199
boolq,1,53,0.07301615923643112
boolq,1,54,0.024100208654999733
boolq,1,55,1.3845421075820923
boolq,1,56,0.08356001228094101
boolq,1,57,0.9862028360366821
boolq,1,58,0.4961472749710083
boolq,1,59,0.13735155761241913
boolq,1,60,0.3292345404624939
