after_task,sample_id,task_name,split,source_dataset,replay_mode,replay_selection_strategy,replay_selection_score
sciq,sciq_train_000001,sciq,train,allenai/sciq,scored,surprise,2.0997531414031982
sciq,sciq_train_000032,sciq,train,allenai/sciq,scored,surprise,1.813366413116455
sciq,sciq_train_000055,sciq,train,allenai/sciq,scored,surprise,1.5530891418457031
sciq,sciq_train_000079,sciq,train,allenai/sciq,scored,surprise,1.4320241212844849
sciq,sciq_train_000037,sciq,train,allenai/sciq,scored,surprise,1.1441367864608765
sciq,sciq_train_000026,sciq,train,allenai/sciq,scored,surprise,0.9688116908073425
sciq,sciq_train_000096,sciq,train,allenai/sciq,scored,surprise,0.8464744091033936
sciq,sciq_train_000098,sciq,train,allenai/sciq,scored,surprise,0.8428474068641663
sciq,sciq_train_000090,sciq,train,allenai/sciq,scored,surprise,0.7516478896141052
sciq,sciq_train_000052,sciq,train,allenai/sciq,scored,surprise,0.743023693561554
sciq,sciq_train_000025,sciq,train,allenai/sciq,scored,surprise,0.7326358556747437
sciq,sciq_train_000036,sciq,train,allenai/sciq,scored,surprise,0.728127658367157
sciq,sciq_train_000089,sciq,train,allenai/sciq,scored,surprise,0.7136444449424744
sciq,sciq_train_000043,sciq,train,allenai/sciq,scored,surprise,0.6901656985282898
sciq,sciq_train_000031,sciq,train,allenai/sciq,scored,surprise,0.674947202205658
sciq,sciq_train_000004,sciq,train,allenai/sciq,scored,surprise,0.6175089478492737
sciq,sciq_train_000007,sciq,train,allenai/sciq,scored,surprise,0.606878399848938
sciq,sciq_train_000024,sciq,train,allenai/sciq,scored,surprise,0.5824376940727234
sciq,sciq_train_000012,sciq,train,allenai/sciq,scored,surprise,0.47943687438964844
sciq,sciq_train_000044,sciq,train,allenai/sciq,scored,surprise,0.4519411623477936
sciq,sciq_train_000030,sciq,train,allenai/sciq,scored,surprise,0.44998466968536377
sciq,sciq_train_000013,sciq,train,allenai/sciq,scored,surprise,0.4492263197898865
sciq,sciq_train_000008,sciq,train,allenai/sciq,scored,surprise,0.40589332580566406
sciq,sciq_train_000029,sciq,train,allenai/sciq,scored,surprise,0.40294593572616577
sciq,sciq_train_000087,sciq,train,allenai/sciq,scored,surprise,0.3834240436553955
sciq,sciq_train_000062,sciq,train,allenai/sciq,scored,surprise,0.35958370566368103
sciq,sciq_train_000082,sciq,train,allenai/sciq,scored,surprise,0.3314453065395355
sciq,sciq_train_000068,sciq,train,allenai/sciq,scored,surprise,0.30565768480300903
sciq,sciq_train_000028,sciq,train,allenai/sciq,scored,surprise,0.29657989740371704
sciq,sciq_train_000010,sciq,train,allenai/sciq,scored,surprise,0.25373077392578125
arc_challenge,arc_challenge_train_000045,arc_challenge,train,allenai/ai2_arc,scored,surprise,1.7212530374526978
arc_challenge,arc_challenge_train_000100,arc_challenge,train,allenai/ai2_arc,scored,surprise,1.2154911756515503
arc_challenge,arc_challenge_train_000034,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.9841529726982117
arc_challenge,arc_challenge_train_000084,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.8973456025123596
arc_challenge,arc_challenge_train_000039,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.8821814060211182
arc_challenge,arc_challenge_train_000096,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.8191059231758118
arc_challenge,arc_challenge_train_000030,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.6994768977165222
arc_challenge,arc_challenge_train_000043,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.6992101073265076
arc_challenge,arc_challenge_train_000002,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.6906501650810242
arc_challenge,arc_challenge_train_000099,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.6678659915924072
arc_challenge,arc_challenge_train_000015,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.6640856266021729
arc_challenge,arc_challenge_train_000072,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.6158304810523987
arc_challenge,arc_challenge_train_000041,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.47956404089927673
arc_challenge,arc_challenge_train_000006,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.4494033753871918
arc_challenge,arc_challenge_train_000020,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.4053073227405548
arc_challenge,arc_challenge_train_000065,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.4033079147338867
arc_challenge,arc_challenge_train_000038,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.3700663447380066
arc_challenge,arc_challenge_train_000052,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.36419811844825745
arc_challenge,arc_challenge_train_000013,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.33820948004722595
arc_challenge,arc_challenge_train_000007,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.3292568027973175
arc_challenge,arc_challenge_train_000066,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.32058843970298767
arc_challenge,arc_challenge_train_000083,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.3059573471546173
arc_challenge,arc_challenge_train_000047,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.29793596267700195
arc_challenge,arc_challenge_train_000037,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.29667073488235474
arc_challenge,arc_challenge_train_000056,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.291448712348938
arc_challenge,arc_challenge_train_000054,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.26561546325683594
arc_challenge,arc_challenge_train_000053,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.26050564646720886
arc_challenge,arc_challenge_train_000044,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.2493208646774292
arc_challenge,arc_challenge_train_000024,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.2406034916639328
arc_challenge,arc_challenge_train_000028,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.23832955956459045
boolq,boolq_train_000061,boolq,train,google/boolq,scored,surprise,0.9909807443618774
boolq,boolq_train_000036,boolq,train,google/boolq,scored,surprise,0.9788194894790649
boolq,boolq_train_000019,boolq,train,google/boolq,scored,surprise,0.9201716780662537
boolq,boolq_train_000006,boolq,train,google/boolq,scored,surprise,0.845956027507782
boolq,boolq_train_000011,boolq,train,google/boolq,scored,surprise,0.8375409841537476
boolq,boolq_train_000050,boolq,train,google/boolq,scored,surprise,0.7676534652709961
boolq,boolq_train_000058,boolq,train,google/boolq,scored,surprise,0.7630542516708374
boolq,boolq_train_000030,boolq,train,google/boolq,scored,surprise,0.7334463596343994
boolq,boolq_train_000060,boolq,train,google/boolq,scored,surprise,0.7289300560951233
boolq,boolq_train_000052,boolq,train,google/boolq,scored,surprise,0.7262041568756104
boolq,boolq_train_000048,boolq,train,google/boolq,scored,surprise,0.6505299210548401
boolq,boolq_train_000092,boolq,train,google/boolq,scored,surprise,0.6287698745727539
boolq,boolq_train_000028,boolq,train,google/boolq,scored,surprise,0.5893085598945618
boolq,boolq_train_000079,boolq,train,google/boolq,scored,surprise,0.5780656933784485
boolq,boolq_train_000059,boolq,train,google/boolq,scored,surprise,0.5269956588745117
boolq,boolq_train_000044,boolq,train,google/boolq,scored,surprise,0.5123152136802673
boolq,boolq_train_000095,boolq,train,google/boolq,scored,surprise,0.49901601672172546
boolq,boolq_train_000051,boolq,train,google/boolq,scored,surprise,0.46133702993392944
boolq,boolq_train_000021,boolq,train,google/boolq,scored,surprise,0.45963525772094727
boolq,boolq_train_000081,boolq,train,google/boolq,scored,surprise,0.4526686668395996
boolq,boolq_train_000022,boolq,train,google/boolq,scored,surprise,0.4367983937263489
boolq,boolq_train_000074,boolq,train,google/boolq,scored,surprise,0.42611825466156006
boolq,boolq_train_000065,boolq,train,google/boolq,scored,surprise,0.4136386811733246
boolq,boolq_train_000067,boolq,train,google/boolq,scored,surprise,0.40169063210487366
boolq,boolq_train_000008,boolq,train,google/boolq,scored,surprise,0.3844563663005829
