task_name,epoch,step,loss
sciq,1,1,4.686830997467041
sciq,1,2,3.3875765800476074
sciq,1,3,2.8165483474731445
sciq,1,4,1.0737417936325073
sciq,1,5,1.342150092124939
sciq,1,6,1.3573166131973267
sciq,1,7,1.1214449405670166
sciq,1,8,0.2572857141494751
sciq,1,9,1.0181564092636108
sciq,1,10,1.280060052871704
sciq,1,11,2.0683376789093018
sciq,1,12,0.8908535838127136
sciq,1,13,1.4197120666503906
sciq,1,14,0.7733337879180908
sciq,1,15,0.9044204354286194
sciq,1,16,0.43117064237594604
sciq,1,17,1.5390840768814087
sciq,1,18,0.13221396505832672
sciq,1,19,0.9315170049667358
sciq,1,20,0.9574519991874695
sciq,1,21,0.24830149114131927
sciq,1,22,0.8712798953056335
sciq,1,23,1.173695683479309
sciq,1,24,0.7577342987060547
sciq,1,25,2.335787773132324
sciq,1,26,0.4251526892185211
sciq,1,27,1.2452211380004883
sciq,1,28,0.43557941913604736
sciq,1,29,0.2699155807495117
sciq,1,30,0.6402487754821777
sciq,1,31,1.6392189264297485
sciq,1,32,0.6420316100120544
sciq,1,33,0.8638801574707031
sciq,1,34,0.5788984894752502
sciq,1,35,0.8957862257957458
sciq,1,36,1.7062066793441772
sciq,1,37,0.8102608919143677
sciq,1,38,0.8911082148551941
sciq,1,39,1.782444715499878
sciq,1,40,1.143249750137329
sciq,1,41,1.142789363861084
sciq,1,42,0.32731392979621887
sciq,1,43,2.023563861846924
sciq,1,44,1.1240240335464478
sciq,1,45,0.46754539012908936
sciq,1,46,0.3206377625465393
sciq,1,47,0.3164980411529541
sciq,1,48,0.1153409481048584
sciq,1,49,1.5320358276367188
sciq,1,50,0.501117467880249
arc_challenge,1,1,1.4077872037887573
arc_challenge,1,2,0.6528798937797546
arc_challenge,1,3,0.7847490906715393
arc_challenge,1,4,1.0872911214828491
arc_challenge,1,5,0.3511165380477905
arc_challenge,1,6,0.4221581816673279
arc_challenge,1,7,0.3531063497066498
arc_challenge,1,8,1.1095157861709595
arc_challenge,1,9,0.34620198607444763
arc_challenge,1,10,0.6997268199920654
