after_task,sample_id,task_name,split,source_dataset,replay_mode,replay_selection_strategy,replay_selection_score
sciq,sciq_train_000001,sciq,train,allenai/sciq,scored,surprise,2.099597692489624
sciq,sciq_train_000032,sciq,train,allenai/sciq,scored,surprise,1.8134174346923828
sciq,sciq_train_000055,sciq,train,allenai/sciq,scored,surprise,1.5531063079833984
sciq,sciq_train_000079,sciq,train,allenai/sciq,scored,surprise,1.432045578956604
sciq,sciq_train_000037,sciq,train,allenai/sciq,scored,surprise,1.1441670656204224
sciq,sciq_train_000026,sciq,train,allenai/sciq,scored,surprise,0.9687560200691223
sciq,sciq_train_000096,sciq,train,allenai/sciq,scored,surprise,0.8464764356613159
sciq,sciq_train_000098,sciq,train,allenai/sciq,scored,surprise,0.8427014946937561
sciq,sciq_train_000090,sciq,train,allenai/sciq,scored,surprise,0.751635730266571
sciq,sciq_train_000052,sciq,train,allenai/sciq,scored,surprise,0.7429912686347961
sciq,sciq_train_000025,sciq,train,allenai/sciq,scored,surprise,0.7326133251190186
sciq,sciq_train_000036,sciq,train,allenai/sciq,scored,surprise,0.7281134128570557
sciq,sciq_train_000089,sciq,train,allenai/sciq,scored,surprise,0.7136756777763367
sciq,sciq_train_000043,sciq,train,allenai/sciq,scored,surprise,0.6901740431785583
sciq,sciq_train_000031,sciq,train,allenai/sciq,scored,surprise,0.6749523878097534
sciq,sciq_train_000004,sciq,train,allenai/sciq,scored,surprise,0.6174901127815247
sciq,sciq_train_000007,sciq,train,allenai/sciq,scored,surprise,0.6067324876785278
sciq,sciq_train_000024,sciq,train,allenai/sciq,scored,surprise,0.5825154185295105
sciq,sciq_train_000012,sciq,train,allenai/sciq,scored,surprise,0.47947773337364197
sciq,sciq_train_000044,sciq,train,allenai/sciq,scored,surprise,0.45193561911582947
sciq,sciq_train_000030,sciq,train,allenai/sciq,scored,surprise,0.44997188448905945
sciq,sciq_train_000013,sciq,train,allenai/sciq,scored,surprise,0.44923722743988037
sciq,sciq_train_000008,sciq,train,allenai/sciq,scored,surprise,0.4059603214263916
sciq,sciq_train_000029,sciq,train,allenai/sciq,scored,surprise,0.4029899537563324
sciq,sciq_train_000087,sciq,train,allenai/sciq,scored,surprise,0.3834107518196106
sciq,sciq_train_000062,sciq,train,allenai/sciq,scored,surprise,0.359598845243454
sciq,sciq_train_000082,sciq,train,allenai/sciq,scored,surprise,0.33138078451156616
sciq,sciq_train_000068,sciq,train,allenai/sciq,scored,surprise,0.3056987226009369
sciq,sciq_train_000028,sciq,train,allenai/sciq,scored,surprise,0.296573668718338
sciq,sciq_train_000010,sciq,train,allenai/sciq,scored,surprise,0.25370118021965027
arc_challenge,arc_challenge_train_000045,arc_challenge,train,allenai/ai2_arc,scored,surprise,1.7211326360702515
arc_challenge,arc_challenge_train_000100,arc_challenge,train,allenai/ai2_arc,scored,surprise,1.215507984161377
arc_challenge,arc_challenge_train_000034,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.9841760396957397
arc_challenge,arc_challenge_train_000084,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.8973007798194885
arc_challenge,arc_challenge_train_000039,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.8821677565574646
arc_challenge,arc_challenge_train_000096,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.8191131949424744
arc_challenge,arc_challenge_train_000030,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.6997044086456299
arc_challenge,arc_challenge_train_000043,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.699232280254364
arc_challenge,arc_challenge_train_000002,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.6906261444091797
arc_challenge,arc_challenge_train_000099,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.6679118871688843
arc_challenge,arc_challenge_train_000015,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.6641703248023987
arc_challenge,arc_challenge_train_000072,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.6158062219619751
arc_challenge,arc_challenge_train_000041,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.47954562306404114
arc_challenge,arc_challenge_train_000006,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.4494122564792633
arc_challenge,arc_challenge_train_000020,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.4052320718765259
arc_challenge,arc_challenge_train_000065,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.40323740243911743
arc_challenge,arc_challenge_train_000038,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.37028390169143677
arc_challenge,arc_challenge_train_000052,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.3642137348651886
arc_challenge,arc_challenge_train_000013,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.3382411301136017
arc_challenge,arc_challenge_train_000007,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.3293747007846832
arc_challenge,arc_challenge_train_000066,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.3206932842731476
arc_challenge,arc_challenge_train_000083,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.30603155493736267
arc_challenge,arc_challenge_train_000047,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.29779669642448425
arc_challenge,arc_challenge_train_000037,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.2966994047164917
arc_challenge,arc_challenge_train_000056,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.2914181053638458
arc_challenge,arc_challenge_train_000054,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.26546216011047363
arc_challenge,arc_challenge_train_000053,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.2605636417865753
arc_challenge,arc_challenge_train_000044,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.24927355349063873
arc_challenge,arc_challenge_train_000024,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.2406737059354782
arc_challenge,arc_challenge_train_000028,arc_challenge,train,allenai/ai2_arc,scored,surprise,0.2383609414100647
boolq,boolq_train_000061,boolq,train,google/boolq,scored,surprise,0.9901843070983887
boolq,boolq_train_000036,boolq,train,google/boolq,scored,surprise,0.9783586263656616
boolq,boolq_train_000019,boolq,train,google/boolq,scored,surprise,0.9195192456245422
boolq,boolq_train_000006,boolq,train,google/boolq,scored,surprise,0.8456809520721436
boolq,boolq_train_000011,boolq,train,google/boolq,scored,surprise,0.836459755897522
boolq,boolq_train_000050,boolq,train,google/boolq,scored,surprise,0.7668344378471375
boolq,boolq_train_000058,boolq,train,google/boolq,scored,surprise,0.7625360488891602
boolq,boolq_train_000030,boolq,train,google/boolq,scored,surprise,0.7325766682624817
boolq,boolq_train_000060,boolq,train,google/boolq,scored,surprise,0.7284666299819946
boolq,boolq_train_000052,boolq,train,google/boolq,scored,surprise,0.7271173000335693
boolq,boolq_train_000048,boolq,train,google/boolq,scored,surprise,0.6501277685165405
boolq,boolq_train_000092,boolq,train,google/boolq,scored,surprise,0.6282830834388733
boolq,boolq_train_000028,boolq,train,google/boolq,scored,surprise,0.5885547995567322
boolq,boolq_train_000079,boolq,train,google/boolq,scored,surprise,0.577523946762085
boolq,boolq_train_000059,boolq,train,google/boolq,scored,surprise,0.5261246562004089
boolq,boolq_train_000044,boolq,train,google/boolq,scored,surprise,0.511735737323761
boolq,boolq_train_000095,boolq,train,google/boolq,scored,surprise,0.49862223863601685
boolq,boolq_train_000051,boolq,train,google/boolq,scored,surprise,0.4607580602169037
boolq,boolq_train_000021,boolq,train,google/boolq,scored,surprise,0.4591616988182068
boolq,boolq_train_000081,boolq,train,google/boolq,scored,surprise,0.4533604085445404
boolq,boolq_train_000022,boolq,train,google/boolq,scored,surprise,0.43780457973480225
boolq,boolq_train_000074,boolq,train,google/boolq,scored,surprise,0.4254927933216095
boolq,boolq_train_000065,boolq,train,google/boolq,scored,surprise,0.41299670934677124
boolq,boolq_train_000067,boolq,train,google/boolq,scored,surprise,0.40238523483276367
boolq,boolq_train_000008,boolq,train,google/boolq,scored,surprise,0.38391372561454773
boolq,boolq_train_000035,boolq,train,google/boolq,scored,surprise,0.3485298454761505
boolq,boolq_train_000075,boolq,train,google/boolq,scored,surprise,0.33055049180984497
boolq,boolq_train_000049,boolq,train,google/boolq,scored,surprise,0.3179139494895935
boolq,boolq_train_000070,boolq,train,google/boolq,scored,surprise,0.3141465187072754
boolq,boolq_train_000093,boolq,train,google/boolq,scored,surprise,0.3116464912891388
