task_name,epoch,step,loss
sciq,1,1,4.686830997467041
sciq,1,2,3.3875765800476074
sciq,1,3,2.8165476322174072
sciq,1,4,1.0737413167953491
sciq,1,5,1.3421506881713867
sciq,1,6,1.3573154211044312
sciq,1,7,1.121455192565918
sciq,1,8,0.2572876811027527
sciq,1,9,1.018160104751587
sciq,1,10,1.280071496963501
sciq,1,11,2.0683631896972656
sciq,1,12,0.8908331394195557
sciq,1,13,1.4197051525115967
sciq,1,14,0.7733380794525146
sciq,1,15,0.9044263362884521
sciq,1,16,0.43118181824684143
sciq,1,17,1.539084553718567
sciq,1,18,0.13221590220928192
sciq,1,19,0.9315106272697449
sciq,1,20,0.9574494361877441
sciq,1,21,0.24830114841461182
sciq,1,22,0.871284008026123
sciq,1,23,1.1736778020858765
sciq,1,24,0.7577298283576965
sciq,1,25,2.3357999324798584
sciq,1,26,0.4251401126384735
sciq,1,27,1.2452404499053955
sciq,1,28,0.43558427691459656
sciq,1,29,0.26992419362068176
sciq,1,30,0.6402693390846252
sciq,1,31,1.6392271518707275
sciq,1,32,0.6420352458953857
sciq,1,33,0.8638807535171509
sciq,1,34,0.578883707523346
sciq,1,35,0.895808756351471
sciq,1,36,1.706191062927246
sciq,1,37,0.8102859258651733
sciq,1,38,0.8910889625549316
sciq,1,39,1.7824361324310303
sciq,1,40,1.1432559490203857
sciq,1,41,1.1427220106124878
sciq,1,42,0.32731005549430847
sciq,1,43,2.0234153270721436
sciq,1,44,1.1239597797393799
sciq,1,45,0.4675554633140564
sciq,1,46,0.3206421136856079
sciq,1,47,0.3165034055709839
sciq,1,48,0.11534877121448517
sciq,1,49,1.532046914100647
sciq,1,50,0.5011313557624817
arc_challenge,1,1,1.4078384637832642
arc_challenge,1,2,0.652911901473999
arc_challenge,1,3,0.7847386002540588
arc_challenge,1,4,1.0873091220855713
arc_challenge,1,5,0.35112693905830383
arc_challenge,1,6,0.4221750497817993
arc_challenge,1,7,0.3531123995780945
arc_challenge,1,8,1.1095435619354248
arc_challenge,1,9,0.3462117910385132
arc_challenge,1,10,0.6997384428977966
