task_name,epoch,step,loss
sciq,1,1,5.228357791900635
sciq,1,2,5.119900226593018
sciq,1,3,3.2469232082366943
sciq,1,4,2.799142599105835
sciq,1,5,1.6108582019805908
sciq,1,6,1.0150599479675293
sciq,1,7,1.7310956716537476
sciq,1,8,0.6925852298736572
sciq,1,9,0.7371237277984619
sciq,1,10,0.14311182498931885
sciq,1,11,1.240248441696167
sciq,1,12,1.4416438341140747
sciq,1,13,0.8470454216003418
sciq,1,14,0.4328894019126892
sciq,1,15,0.39737221598625183
sciq,1,16,0.5749374628067017
sciq,1,17,1.4082484245300293
sciq,1,18,0.3958996832370758
sciq,1,19,0.2634381055831909
sciq,1,20,1.570036768913269
sciq,1,21,0.9091986417770386
sciq,1,22,0.30018100142478943
sciq,1,23,1.6917706727981567
sciq,1,24,0.7031474709510803
sciq,1,25,0.6368082761764526
sciq,1,26,1.4695571660995483
sciq,1,27,3.2541656494140625
sciq,1,28,0.9204959869384766
sciq,1,29,1.0349115133285522
sciq,1,30,0.49037471413612366
sciq,1,31,0.06772130727767944
sciq,1,32,0.35131216049194336
sciq,1,33,0.716486394405365
sciq,1,34,0.2533464729785919
sciq,1,35,1.4301397800445557
sciq,1,36,1.1113394498825073
sciq,1,37,0.3035922050476074
sciq,1,38,0.6388733983039856
sciq,1,39,0.5715477466583252
sciq,1,40,1.4100732803344727
sciq,1,41,0.6166282296180725
sciq,1,42,0.729423999786377
sciq,1,43,0.6159229874610901
sciq,1,44,0.7375438213348389
sciq,1,45,1.1247996091842651
sciq,1,46,0.05146598443388939
sciq,1,47,3.0197975635528564
sciq,1,48,1.8214342594146729
sciq,1,49,0.46413373947143555
sciq,1,50,0.9026321172714233
arc_challenge,1,1,0.5323640704154968
arc_challenge,1,2,1.056188941001892
arc_challenge,1,3,1.0272819995880127
arc_challenge,1,4,1.4040945768356323
arc_challenge,1,5,0.9791528582572937
arc_challenge,1,6,1.0297813415527344
arc_challenge,1,7,0.15400877594947815
arc_challenge,1,8,0.7011492252349854
arc_challenge,1,9,0.8109897375106812
arc_challenge,1,10,0.2968041002750397
arc_challenge,1,11,0.7764039039611816
arc_challenge,1,12,0.46294012665748596
arc_challenge,1,13,0.5303571224212646
arc_challenge,1,14,0.8705403804779053
arc_challenge,1,15,0.13486240804195404
arc_challenge,1,16,0.9971344470977783
arc_challenge,1,17,0.21913102269172668
arc_challenge,1,18,0.7476326823234558
arc_challenge,1,19,0.6097870469093323
arc_challenge,1,20,0.3855617046356201
arc_challenge,1,21,0.24618995189666748
arc_challenge,1,22,0.23244482278823853
arc_challenge,1,23,1.0213299989700317
arc_challenge,1,24,0.33316147327423096
arc_challenge,1,25,0.509174644947052
arc_challenge,1,26,0.16017495095729828
arc_challenge,1,27,0.7868553996086121
arc_challenge,1,28,0.18585647642612457
arc_challenge,1,29,1.5085678100585938
arc_challenge,1,30,0.5281913876533508
arc_challenge,1,31,0.44207820296287537
arc_challenge,1,32,0.9411951899528503
arc_challenge,1,33,1.0071063041687012
arc_challenge,1,34,0.3363198935985565
arc_challenge,1,35,0.9073262810707092
arc_challenge,1,36,1.306532621383667
arc_challenge,1,37,0.8266196846961975
arc_challenge,1,38,0.2931925654411316
arc_challenge,1,39,0.29225245118141174
arc_challenge,1,40,0.6928050518035889
arc_challenge,1,41,0.40661752223968506
arc_challenge,1,42,0.3194655776023865
arc_challenge,1,43,0.20265443623065948
arc_challenge,1,44,0.3342936635017395
arc_challenge,1,45,0.1378706842660904
arc_challenge,1,46,0.3824217617511749
arc_challenge,1,47,0.09906412661075592
arc_challenge,1,48,0.43999046087265015
arc_challenge,1,49,0.7076362371444702
arc_challenge,1,50,0.1626034677028656
boolq,1,1,1.8894375562667847
boolq,1,2,0.7640340328216553
boolq,1,3,0.5377985835075378
boolq,1,4,0.3713375926017761
boolq,1,5,0.6421632170677185
boolq,1,6,0.48658066987991333
boolq,1,7,0.4386281669139862
boolq,1,8,0.8178587555885315
boolq,1,9,0.26747187972068787
boolq,1,10,0.5489397644996643
boolq,1,11,0.39958223700523376
boolq,1,12,0.26251229643821716
boolq,1,13,0.2592463791370392
boolq,1,14,0.24304890632629395
boolq,1,15,0.675521194934845
boolq,1,16,0.04616478458046913
boolq,1,17,0.8152881264686584
boolq,1,18,0.060831859707832336
boolq,1,19,0.01817866414785385
boolq,1,20,0.04374530538916588
boolq,1,21,0.9815296530723572
boolq,1,22,2.0563957691192627
boolq,1,23,0.0038696564733982086
boolq,1,24,1.6462303400039673
boolq,1,25,0.006108259782195091
boolq,1,26,1.161725640296936
boolq,1,27,0.008744694292545319
boolq,1,28,0.9622204899787903
boolq,1,29,1.8204407691955566
boolq,1,30,0.052812788635492325
boolq,1,31,0.9863222241401672
boolq,1,32,0.04289679974317551
boolq,1,33,0.04064226523041725
boolq,1,34,0.561708390712738
boolq,1,35,0.37083032727241516
boolq,1,36,0.849640429019928
boolq,1,37,0.5035406947135925
boolq,1,38,0.05612859129905701
boolq,1,39,0.07584227621555328
boolq,1,40,0.33592909574508667
boolq,1,41,0.5783247947692871
boolq,1,42,0.5050612092018127
boolq,1,43,0.7018517851829529
boolq,1,44,0.12739020586013794
boolq,1,45,0.0787557065486908
boolq,1,46,0.16751880943775177
boolq,1,47,0.3044334053993225
boolq,1,48,0.45296230912208557
boolq,1,49,0.19707351922988892
boolq,1,50,0.5528629422187805
