sample_id,task_name,split,source_dataset,input_text,target_text,token_count,epoch,step,loss,surprise_score,replay_selection_strategy,was_added_to_replay_buffer,replay_selection_score
arc_challenge_train_000076,arc_challenge,train,allenai/ai2_arc,"Task: Answer the multiple-choice science question.
Question: One astronomical unit is the average distance between the Earth and the Sun. This unit is most often used to describe the distance between which two objects?
Options:
A. from galaxy to galaxy
B. from Saturn to Mercury
C. from the Sun to Proxima Centauri
D. from the Big Dipper to the Little Dipper
Answer:",from Saturn to Mercury,5,1,1,1.634234070777893,0.0010115760378539562,surprise,0,0.0010115760378539562
arc_challenge_train_000022,arc_challenge,train,allenai/ai2_arc,"Task: Answer the multiple-choice science question.
Question: Why can steam be used to cook food?
Options:
A. Steam does work on objects.
B. Steam is a form of water.
C. Steam can transfer heat to cooler objects.
D. Steam is able to move through small spaces.
Answer:",Steam can transfer heat to cooler objects.,9,1,1,1.2329974174499512,0.0009165609953925014,surprise,0,0.0009165609953925014
arc_challenge_train_000029,arc_challenge,train,allenai/ai2_arc,"Task: Answer the multiple-choice science question.
Question: The largest body in our solar system is
Options:
A. Earth.
B. the Sun.
C. Jupiter.
D. the Moon.
Answer:",the Sun.,4,1,2,2.1695446968078613,0.05110553652048111,surprise,1,0.05110553652048111
arc_challenge_train_000068,arc_challenge,train,allenai/ai2_arc,"Task: Answer the multiple-choice science question.
Question: A student blew air into a beach ball and sealed it. She then pushed on the middle of the beach ball. What happened to the air inside the beach ball?
Options:
A. The air in the beach ball escaped.
B. The air in the beach ball became a liquid.
C. The type of air in the beach ball changed.
D. The shape of the air in the beach ball changed.
Answer:",The shape of the air in the beach ball changed.,12,1,2,0.3665923774242401,0.0002895139332395047,surprise,0,0.0002895139332395047
arc_challenge_train_000100,arc_challenge,train,allenai/ai2_arc,"Task: Answer the multiple-choice science question.
Question: Which food provides the most energy for the body in the shortest amount of time?
Options:
A. potato
B. meat
C. milk
D. fruit
Answer:",fruit,2,1,3,0.8428155779838562,0.0008702449267730117,surprise,0,0.0008702449267730117
arc_challenge_train_000092,arc_challenge,train,allenai/ai2_arc,"Task: Answer the multiple-choice science question.
Question: Earth's distance from the Sun helps the planet sustain life. If the Sun were larger, what would most likely also have to be true for Earth to sustain life?
Options:
A. Earth would have to be further from the Sun.
B. Earth would have to be closer to the Sun.
C. Earth would have to be smaller.
D. Earth would have to be larger.
Answer:",Earth would have to be further from the Sun.,11,1,3,0.7980985641479492,0.00010176212526857853,surprise,0,0.00010176212526857853
arc_challenge_train_000003,arc_challenge,train,allenai/ai2_arc,"Task: Answer the multiple-choice science question.
Question: Two students are asked to make a chart on the electromagnetic spectrum. Reading left to right, one student's chart shows the spectrum from gamma rays to radio waves, while the other student's chart shows the opposite. If the teacher says that both charts are correct, then
Options:
A. it does not matter how the students label their charts.
B. there are multiple ways to organize information.
C. the waves have the same properties.
D. the students are being encouraged to do their work.
Answer:",there are multiple ways to organize information.,9,1,4,0.7156996130943298,0.004275881685316563,surprise,1,0.004275881685316563
arc_challenge_train_000046,arc_challenge,train,allenai/ai2_arc,"Task: Answer the multiple-choice science question.
Question: After a soccer game, Brittany sat under a fan because she was hot. Under the fan, she felt cooler than before. Which explains why Brittany felt cooler under the fan?
Options:
A. Air moving under the fan is cooler than air that is still.
B. The evaporation of sweat absorbs heat from the skin.
C. Water vapor from the fan condenses on the skin.
D. The fan speeds convection currents in the air.
Answer:",The evaporation of sweat absorbs heat from the skin.,15,1,4,0.46298345923423767,0.04366498067975044,surprise,1,0.04366498067975044
arc_challenge_train_000084,arc_challenge,train,allenai/ai2_arc,"Task: Answer the multiple-choice science question.
Question: A beaker containing 50 milliliters of ice is placed on a windowsill. After several hours, the ice melts. What property of the ice did not change when it melted?
Options:
A. the mass
B. the volume
C. the temperature
D. the state of matter
Answer:",the mass,3,1,5,1.965295672416687,0.023471808061003685,surprise,1,0.023471808061003685
arc_challenge_train_000017,arc_challenge,train,allenai/ai2_arc,"Task: Answer the multiple-choice science question.
Question: Ten grams of sugar is dissolved in 100 grams (g) of water. How many grams is the sugar-and-water solution?
Options:
A. 90 g
B. 100 g
C. 110 g
D. 1000 g
Answer:",110 g,4,1,5,0.6300668716430664,0.009345527738332748,surprise,1,0.009345527738332748
